Ware_house_ID,product_wg_ton,num_refill_req_l3m,transport_issue_l1y,wh_breakdown_l3m
WH_100000,-0.4950948984225499,-0.4193560740814848,0.18337793005348085,0.8786934734235637
WH_100001,-1.5566067933679215,-1.5702723304062767,-0.6479997686383636,-0.3885987629032043
WH_100002,0.03579328622665093,-1.1866335782980126,-0.6479997686383636,1.5123395915869478
WH_100003,-0.05430431003895572,1.1151989343515711,2.6775110261290145,-0.3885987629032043
WH_100004,0.11813296813670632,-0.4193560740814848,0.18337793005348085,1.5123395915869478
WH_100005,0.8289518709640903,1.4988376864598352,-0.6479997686383636,-0.3885987629032043
WH_100006,0.6533409005520664,1.4988376864598352,-0.6479997686383636,-0.3885987629032043
WH_100007,0.12007244672559414,-1.1866335782980126,-0.6479997686383636,1.5123395915869478
WH_100008,-0.40984599862916277,1.4988376864598352,0.18337793005348085,0.8786934734235637
WH_100009,-1.3753537034245875,-0.035717321973220785,1.8461333274371698,1.5123395915869478
WH_100010,-0.14158084653890737,1.1151989343515711,0.18337793005348085,0.24504735526017973
WH_100011,-0.7595692514527064,1.1151989343515711,-0.6479997686383636,-1.0222448810665883
WH_100012,-1.5521988874840855,-0.035717321973220785,-0.6479997686383636,-1.6558909992299724
WH_100013,0.6463764092556056,0.7315601822433072,0.18337793005348085,0.8786934734235637
WH_100014,-1.3819655622503415,1.4988376864598352,0.18337793005348085,-0.3885987629032043
WH_100015,-1.554843631014387,-1.1866335782980126,0.18337793005348085,-0.3885987629032043
WH_100016,-0.9348275893940234,-1.5702723304062767,-0.6479997686383636,0.8786934734235637
WH_100017,-0.49341989418669224,-1.5702723304062767,0.18337793005348085,0.24504735526017973
WH_100018,1.3533163549052138,-0.035717321973220785,0.18337793005348085,0.8786934734235637
WH_100019,0.3851639065794877,-1.1866335782980126,0.18337793005348085,-1.0222448810665883
WH_100020,0.11733954507761585,1.4988376864598352,-0.6479997686383636,0.24504735526017973
WH_100021,-0.4949185821871965,0.7315601822433072,-0.6479997686383636,1.5123395915869478
WH_100022,1.5356273422606685,0.3479214301350432,-0.6479997686383636,1.5123395915869478
WH_100023,0.8257781787277284,1.4988376864598352,0.18337793005348085,0.8786934734235637
WH_100024,-0.6705295525992204,-1.1866335782980126,-0.6479997686383636,-1.0222448810665883
WH_100025,0.2940084129017604,1.1151989343515711,0.18337793005348085,-0.3885987629032043
WH_100026,-1.115551730631297,0.3479214301350432,1.8461333274371698,1.5123395915869478
WH_100027,-0.7564837173340213,1.4988376864598352,1.8461333274371698,0.24504735526017973
WH_100029,-1.293719286455946,1.4988376864598352,-0.6479997686383636,-1.6558909992299724
WH_100030,-0.6743203516593193,0.3479214301350432,-0.6479997686383636,0.8786934734235637
WH_100031,-0.14695849171718722,-0.035717321973220785,-0.6479997686383636,1.5123395915869478
WH_100032,1.9685718581710347,-0.035717321973220785,-0.6479997686383636,0.24504735526017973
WH_100033,-0.14237426959799784,1.1151989343515711,-0.6479997686383636,-0.3885987629032043
WH_100034,-0.05959379709955885,-0.035717321973220785,-0.6479997686383636,-1.6558909992299724
WH_100036,1.7089462016130976,0.3479214301350432,-0.6479997686383636,0.8786934734235637
WH_100037,-0.320101034834263,-1.5702723304062767,0.18337793005348085,0.24504735526017973
WH_100039,2.1457696747012394,1.1151989343515711,-0.6479997686383636,-1.0222448810665883
WH_100040,0.827453182963586,-0.4193560740814848,-0.6479997686383636,0.8786934734235637
WH_100041,0.7366503217565656,-1.1866335782980126,-0.6479997686383636,0.8786934734235637
WH_100042,-0.22762316939138497,0.3479214301350432,1.0147556287453252,-0.3885987629032043
WH_100043,0.741234543875755,0.3479214301350432,-0.6479997686383636,0.24504735526017973
WH_100044,0.38842575693352627,1.1151989343515711,0.18337793005348085,0.24504735526017973
WH_100045,0.7389424328161603,1.1151989343515711,-0.6479997686383636,-0.3885987629032043
WH_100046,-0.23264818209895793,-1.1866335782980126,0.18337793005348085,-1.0222448810665883
WH_100047,2.323143807466798,-0.4193560740814848,-0.6479997686383636,1.5123395915869478
WH_100048,-1.1095569786292803,-1.1866335782980126,-0.6479997686383636,-1.6558909992299724
WH_100049,1.8852624369665354,-0.4193560740814848,-0.6479997686383636,0.8786934734235637
WH_100050,-1.2874600601008988,-0.035717321973220785,-0.6479997686383636,0.8786934734235637
